4	2292.54430379747
5	1906.92307692308
6	1652.89873417722
7	1997.80769230769
8	1735.67948717949
9	1548.11392405063
10	1361.6862745098
11	1217.02564102564
12	1099.76923076923
13	996.617283950617
14	903.47572815534
15	832.474358974359
16	785.430379746835
17	714.551282051282
18	667.179487179487
19	616.5
20	781.041666666667
21	541.615384615385
22	490.833333333333
23	475.164556962025
24	428.268907563025
25	405.089743589744
26	385.9375
27	355.923076923077
28	338.846153846154
29	313.210526315789
30	303.253164556962
